sensor_id,avg_pm10,std_pm10
5373,4340.23,3140.1746682469757
5136,4091.08,3559.256452350687
108,2492.975,1359.175468574606
68,2386.525,1188.2342863993615
392,2375.0,2006.03464576263
398,1387.0,1130.456102641761
1513,1177.6363636363637,746.4220304670642
4990,843.25,133.5387865004022
1454,837.2,1046.1642748631787
49,779.505,573.7791473859955
13864,474.20900000000023,244.57799352967137
4385,460.84199999999987,129.47701547378978
1410,436.90350000000007,273.9013030961153
395,385.93,217.30001173492832
399,294.075,121.31640192076254
5186,233.265,73.90463297385352
65,232.45834999999988,146.769891393901
5140,228.22,153.15776702472522
5183,212.945,118.20241949723366
1045,212.80299999999988,115.49915805320833
5138,210.0,138.5779563999989
85,208.66056994818643,40.3927788932848
5139,202.25,137.29012164026958
396,200.995,95.9343784834196
1460,199.675,93.39212694333499
14340714,187.375,37.362472816985765
69,179.14,91.5227316025915
14340717,177.09,26.988180746393418
5342,171.245,65.8929812271383
42,169.68,104.0725112601786
12234795,167.37,58.862832925369794
35,163.26,65.50604857568499
1464,152.265,70.96298172286731
12234786,146.8,55.883986973014
1446,145.605,75.201256472216
1511,119.355,67.07017947642605
38,113.735,139.34738883452388
1507,100.675,62.84567904796637
150,97.33,23.067316705676888
400,93.71295000000003,35.51241693826965
36,84.96049999999995,26.672796811545645
5368,83.255,23.224986006454337
12234796,79.085,30.665090493915066
100,74.15205000000003,27.6672200681149
13866,73.17099999999996,61.48317948024485
5177,70.375,22.792199871885988
66,68.695,28.915427975390575
12234788,65.695,16.473371694950618
12234787,63.715,23.2099929987064
4162,61.81370370370368,13.569454299502341
1301475,61.77640625,21.28091119655815
123,61.585,30.90279558551297
5137,60.275,19.879370588627804
4635,59.98732620320854,12.98843065265104
12234797,58.565,14.479494984287257
1445,58.325,27.866994366095536
4194,56.37187500000002,12.628527791975928
4649,54.230000000000004,14.891562203827577
4533,53.775,27.6561362992013
4690,53.66240837696337,15.273037854310353
46,52.70470000000003,20.336679053129593
1047,51.2275,21.223736564281044
4986,50.72349999999999,12.485070994992377
4228,49.10317000000003,32.46377552490005
28735,48.200649999999996,21.441556568437377
71,45.4655,44.82664676004663
394,44.92899999999995,59.90661114601628
12234784,44.404500000000034,18.10388438291628
1379,42.76454999999999,30.810334983532723
12234793,40.358500000000014,11.583506712131692
5006,37.89049999999999,10.57259475010746
114,36.69353000000002,26.956604223809425
4387,36.593655,19.318100878087755
393,35.340999999999994,20.132096736306426
4299,33.48571428571429,15.212672617369554
88,32.01,15.247291562766156
76,31.685,17.12668312896575
12234789,29.883999999999993,3.931748211673781
12234794,28.89800000000002,30.007310709225507
1516,27.072400000000005,5.713828509852217
4985,26.53100000000001,13.613458010366069
52,26.29365079365078,12.347133502126102
12234798,23.743999999999993,9.23011180864024
1412,23.74117999999999,18.27799765257672
4117,23.614329896907222,11.854823361066837
397,23.22650000000001,15.148301810764144
12234790,22.650000000000006,4.721080384827186
12234783,22.421999999999997,25.660236086209334
5003,22.264000000000006,11.271774660629086
1046,21.619819999999994,11.181552933631357
63,21.05749999999999,12.438948659352207
4099,20.845,8.861770421309727
1514,20.412060301507537,11.013060098813696
12234799,20.28049999999999,2.519716204257933
4182,20.160605000000004,10.090899408327044
4276171,19.48941798941798,34.9951000981308
4217,19.253711340206177,11.378635553118668
124,19.186039999999995,9.09940049829658
4300,18.767268937442253,5.938778407304162
4216,17.79446376811595,6.067760104484217
104,16.959246499999995,8.194470778743906
47,16.667500000000004,10.029725507211054
5009,16.657000000000004,8.665728532558587
12234785,16.477499999999992,2.7015446970205774
86,16.335,12.913666210646767
1044,16.155,8.768179685658819
103,14.959375,5.7607679379033305
101,14.602729999999992,11.63016220725661
77,13.967634782608698,4.4300182120532
1509,13.3,10.680010841705515
4355,13.29513096179183,4.574685081499207
4158,12.946364840956157,4.457336853388845
4612,12.92913702239789,3.4621347996143506
4987,12.823500000000003,7.489706119067686
64,12.381111111111109,6.971530111730525
91,12.272125096139565,3.1944834310262555
4642,12.241030927835054,7.475780962484354
4650,12.219353359683787,3.8239312758410673
12234792,12.030000000000005,12.403967107341105
4474,11.797517241379309,9.041382525578744
4276093,11.378160919540228,14.97275629603787
5178,11.271356783919598,11.93604118054475
4276081,10.644510869565215,13.927255760616342
4275972,10.25,0.0
3013,10.166999999999994,7.44025611118327
1465,10.055,9.402232447669013
67,9.995009999999997,5.426457582981737
102,9.766326650000005,6.863520266759783
35661,9.6907,5.55571206147331
72,9.465260416666663,7.408611398153492
95,9.4388,6.5577771813321
206,9.42,1.4641038214552955
73,9.091405218906203,2.291635592848282
4198,9.041039789196315,2.7721950506842528
9211,8.461199999999998,5.626108562763432
5001,8.1185,1.9434782607479821
4496,7.863626943005184,4.2284726116729034
4984,6.609499999999997,2.186540589607245
5360,5.895,5.140425566040228
4118,5.755008179743081,2.1924526357211387
61,5.571748820372197,2.1348468705092696
9215,4.651800000000003,8.866051926308577
50,4.309282862804676,2.2158310906353664
4275805,4.224285714285715,9.496628259509778
4154,3.615817846129778,1.9102437902622829
1647,3.6043299999999943,1.898618089848509
4275693,3.5653448275862076,6.361617722993715
1682,2.9970899999999965,1.9341856560061652
4275843,2.79,1.48
4202,2.154209348612108,1.4415701356952415
12234791,1.1996,0.19806019287075322
14340715,1.0590000000000006,0.8715038726247865
12234782,0.8526499999999999,0.4705098059552
14340718,0.6199999999999991,0.5002999100539596
4519,0.5933333333333334,0.26779307555112647
14340713,0.040223000000000016,0.023953767365489716
14340716,0.030798000000000006,0.012522627360102984
44,0.0,0.0
9217,0.0,0.0
9180,0.0,0.0
9182,0.0,0.0
9213,0.0,0.0
9210,0.0,0.0
9183,0.0,0.0
9181,0.0,0.0
9187,0.0,0.0
